epoch,loss,train_mean_acc,val_mean_acc,acc_train_908,acc_train_756,acc_train_44486,acc_train_46379,acc_train_755,acc_train_873,acc_train_1005,acc_train_764,acc_train_814,acc_train_44597,acc_train_795,acc_train_783,acc_train_859,acc_train_899,acc_train_747,acc_train_444,acc_train_42186,acc_train_939,acc_train_1554,acc_train_1013,acc_train_853,acc_train_472,acc_train_46875,acc_train_792,acc_train_998,acc_train_277,acc_train_994,acc_train_738,acc_train_886,acc_train_742,acc_train_45966,acc_train_459,acc_train_1508,acc_train_1055,acc_train_44592,acc_train_448,acc_train_59,acc_train_1016,acc_train_40682,acc_train_975,acc_train_817,acc_train_1003,acc_train_729,acc_train_774,acc_train_44557,acc_train_1009,acc_train_788,acc_train_1520,acc_train_874,acc_train_866,acc_train_44589,acc_train_973,acc_train_40981,acc_train_972,acc_train_40681,acc_train_842,acc_train_40660,acc_train_829,acc_train_46778,acc_train_924,acc_train_346,acc_train_798,acc_train_40496,acc_train_767,acc_train_968,acc_train_45939,acc_train_41919,acc_train_891,acc_train_839,acc_train_1511,acc_train_869,acc_train_753,acc_train_44590,acc_train_907,acc_train_831,acc_train_746,acc_train_893,acc_train_1449,acc_train_841,acc_train_1100,acc_train_46308,acc_train_44098,acc_train_1066,acc_train_40714,acc_train_834,acc_train_949,acc_train_46505,acc_train_860,acc_train_1064,acc_train_46279,acc_train_43859,acc_val_813
1,0.43899193711248274,0.7969587923050268,0.9366666666666666,0.5166666666666667,0.9583333333333334,0.8502415458937198,1.0,0.7894736842105263,0.9066666666666666,0.7846153846153846,0.9407407407407408,0.8865248226950354,0.7866666666666666,0.507537688442211,0.9,1.0,0.8260869565217391,0.9411764705882353,0.725,0.9555555555555556,1.0,0.38666666666666666,0.9285714285714286,0.875,0.8148148148148148,0.9607843137254902,0.9533333333333334,0.5882352941176471,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6,0.94,1.0,0.8,0.8512396694214877,0.7407407407407407,0.5181347150259067,0.75,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.95,0.8571428571428571,0.5226130653266332,0.84251968503937,0.7894736842105263,0.7321428571428571,0.78,1.0,0.95,0.5181347150259067,1.0,0.8502415458937198,0.8,0.9487179487179487,0.42857142857142855,0.6153846153846154,0.8,0.9375,0.9230769230769231,0.8,0.5666666666666667,0.4666666666666667,0.9370629370629371,0.9306930693069307,1.0,0.5094339622641509,0.9285714285714286,0.9532163742690059,0.946969696969697,0.9333333333333333,0.5084745762711864,0.5181347150259067,0.55,0.8898305084745762,0.92,0.5909090909090909,0.8947368421052632,0.9824561403508771,0.5138888888888888,0.30434782608695654,0.76,0.7045454545454546,0.2,0.9333333333333333,0.8630952380952381,0.5787037037037037,0.8596491228070176,0.8387096774193549,0.9726027397260274,0.9555555555555556,0.9366666666666666
2,0.4187430675322692,0.7930028169516139,0.94,0.48333333333333334,0.9583333333333334,0.855072463768116,1.0,0.7894736842105263,0.92,0.7846153846153846,0.9407407407407408,0.8794326241134752,0.8177777777777778,0.49246231155778897,0.9,1.0,0.8260869565217391,0.9411764705882353,0.75,0.9333333333333333,1.0,0.38666666666666666,0.9285714285714286,0.881578947368421,0.8148148148148148,0.9607843137254902,0.9466666666666667,0.4117647058823529,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6,0.94,1.0,0.8,0.8512396694214877,0.7407407407407407,0.5803108808290155,0.7222222222222222,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.925,0.8571428571428571,0.47738693467336685,0.8464566929133859,0.7894736842105263,0.7142857142857143,0.74,1.0,0.9533333333333334,0.5803108808290155,1.0,0.855072463768116,0.8666666666666667,0.8974358974358975,0.14285714285714285,0.7692307692307693,0.8,0.9375,0.9230769230769231,0.8,0.5444444444444444,0.5866666666666667,0.9300699300699301,0.9306930693069307,1.0,0.5094339622641509,0.9285714285714286,0.9590643274853801,0.946969696969697,0.94,0.4576271186440678,0.5803108808290155,0.48333333333333334,0.8813559322033898,0.92,0.5454545454545454,0.8947368421052632,0.9789473684210527,0.5138888888888888,0.30434782608695654,0.73,0.7045454545454546,0.2,0.92,0.8571428571428571,0.5833333333333334,0.8596491228070176,0.8709677419354839,0.9726027397260274,0.9333333333333333,0.94
3,0.4161335798457214,0.7963938732713177,0.9333333333333333,0.5083333333333333,0.9583333333333334,0.8599033816425121,1.0,0.7894736842105263,0.92,0.8,0.9259259259259259,0.8794326241134752,0.7822222222222223,0.5175879396984925,0.8666666666666667,1.0,0.8695652173913043,0.9411764705882353,0.75,0.9333333333333333,1.0,0.38666666666666666,0.9285714285714286,0.881578947368421,0.8518518518518519,0.9607843137254902,0.94,0.5294117647058824,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6,0.94,1.0,0.8,0.8512396694214877,0.7407407407407407,0.5699481865284974,0.75,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.95,0.8571428571428571,0.5226130653266332,0.8543307086614174,0.7894736842105263,0.7142857142857143,0.8,1.0,0.9566666666666667,0.5699481865284974,1.0,0.8599033816425121,0.8,0.8974358974358975,0.21428571428571427,0.6923076923076923,0.8,0.9375,0.9230769230769231,0.8,0.5555555555555556,0.58,0.9370629370629371,0.9306930693069307,1.0,0.5094339622641509,0.9285714285714286,0.9590643274853801,0.946969696969697,0.9333333333333333,0.4745762711864407,0.5699481865284974,0.475,0.8983050847457628,0.92,0.5909090909090909,0.8947368421052632,0.9824561403508771,0.5138888888888888,0.30434782608695654,0.7633333333333333,0.7045454545454546,0.2,0.8933333333333333,0.8630952380952381,0.5833333333333334,0.8596491228070176,0.8387096774193549,0.9726027397260274,0.9333333333333333,0.9333333333333333
4,0.41315164856943254,0.7967539118816364,0.94,0.48333333333333334,0.9583333333333334,0.8599033816425121,1.0,0.8421052631578947,0.92,0.8,0.9481481481481482,0.8652482269503546,0.7955555555555556,0.49246231155778897,0.8666666666666667,1.0,0.8260869565217391,0.9411764705882353,0.75,0.9555555555555556,1.0,0.38666666666666666,0.9285714285714286,0.8881578947368421,0.8518518518518519,0.9607843137254902,0.9533333333333334,0.4117647058823529,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6133333333333333,0.94,1.0,0.76,0.8512396694214877,0.7407407407407407,0.5492227979274611,0.7222222222222222,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.95,0.8571428571428571,0.47738693467336685,0.8346456692913385,0.7894736842105263,0.7142857142857143,0.76,1.0,0.9566666666666667,0.5492227979274611,1.0,0.8599033816425121,0.8,0.8974358974358975,0.42857142857142855,0.8461538461538461,0.8,0.9375,0.9230769230769231,0.8,0.5666666666666667,0.5866666666666667,0.9300699300699301,0.9207920792079208,1.0,0.5157232704402516,0.9285714285714286,0.9532163742690059,0.946969696969697,0.94,0.4406779661016949,0.5492227979274611,0.48333333333333334,0.8983050847457628,0.92,0.5454545454545454,0.9078947368421053,0.9824561403508771,0.5138888888888888,0.30434782608695654,0.74,0.7045454545454546,0.2,0.8933333333333333,0.8630952380952381,0.5833333333333334,0.8596491228070176,0.8709677419354839,0.9726027397260274,0.9555555555555556,0.94
5,0.4088264151441359,0.7982065995354379,0.9433333333333334,0.4583333333333333,0.9583333333333334,0.8502415458937198,1.0,0.8421052631578947,0.92,0.8,0.9407407407407408,0.8794326241134752,0.8044444444444444,0.4723618090452261,0.8666666666666667,1.0,0.8260869565217391,0.9411764705882353,0.725,0.9555555555555556,1.0,0.38666666666666666,0.9285714285714286,0.881578947368421,0.8148148148148148,0.9607843137254902,0.9466666666666667,0.5882352941176471,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6,0.94,1.0,0.8,0.8512396694214877,0.7407407407407407,0.5595854922279793,0.75,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.925,0.8571428571428571,0.5175879396984925,0.8385826771653543,0.7894736842105263,0.6964285714285714,0.8,1.0,0.9566666666666667,0.5595854922279793,1.0,0.8502415458937198,0.8666666666666667,0.8974358974358975,0.35714285714285715,0.6923076923076923,0.8,0.9375,0.9230769230769231,0.8,0.5888888888888889,0.6066666666666667,0.9370629370629371,0.9207920792079208,1.0,0.5157232704402516,0.9285714285714286,0.9473684210526315,0.946969696969697,0.9466666666666667,0.5254237288135594,0.5595854922279793,0.48333333333333334,0.8898305084745762,0.9066666666666666,0.5454545454545454,0.8947368421052632,0.9824561403508771,0.5208333333333334,0.30434782608695654,0.7733333333333333,0.7045454545454546,0.2,0.9066666666666666,0.8571428571428571,0.5972222222222222,0.8421052631578947,0.8387096774193549,0.9726027397260274,0.9555555555555556,0.9433333333333334
6,0.4055445412930368,0.7954572446955811,0.94,0.43333333333333335,0.9583333333333334,0.8599033816425121,1.0,0.7894736842105263,0.92,0.8,0.9185185185185185,0.8794326241134752,0.7822222222222223,0.4824120603015075,0.9,1.0,0.8260869565217391,0.9411764705882353,0.75,0.9333333333333333,1.0,0.38666666666666666,0.9285714285714286,0.8881578947368421,0.8518518518518519,0.9607843137254902,0.9533333333333334,0.47058823529411764,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6066666666666667,0.9466666666666667,1.0,0.76,0.8512396694214877,0.7407407407407407,0.5647668393782384,0.75,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.95,0.8571428571428571,0.5025125628140703,0.84251968503937,0.7894736842105263,0.7142857142857143,0.8,1.0,0.9533333333333334,0.5647668393782384,1.0,0.8599033816425121,0.8,0.8974358974358975,0.35714285714285715,0.8461538461538461,0.8,0.9375,0.9230769230769231,0.8,0.5555555555555556,0.5333333333333333,0.9370629370629371,0.9207920792079208,1.0,0.5157232704402516,0.9285714285714286,0.9473684210526315,0.946969696969697,0.94,0.4915254237288136,0.5647668393782384,0.475,0.8983050847457628,0.92,0.5454545454545454,0.8947368421052632,0.9789473684210527,0.5138888888888888,0.30434782608695654,0.7666666666666667,0.7045454545454546,0.1,0.8933333333333333,0.8630952380952381,0.5972222222222222,0.8596491228070176,0.8709677419354839,0.9726027397260274,0.9333333333333333,0.94
7,0.4015050998319945,0.7958491532675761,0.9366666666666666,0.48333333333333334,0.9583333333333334,0.8502415458937198,1.0,0.8421052631578947,0.92,0.7846153846153846,0.9407407407407408,0.8936170212765957,0.8,0.49246231155778897,0.9,1.0,0.8260869565217391,0.9607843137254902,0.725,0.9333333333333333,1.0,0.38666666666666666,0.9285714285714286,0.881578947368421,0.8518518518518519,0.9607843137254902,0.94,0.4117647058823529,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6133333333333333,0.9466666666666667,1.0,0.8,0.8512396694214877,0.7407407407407407,0.5699481865284974,0.7222222222222222,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.6666666666666666,0.9,0.8571428571428571,0.47738693467336685,0.8543307086614174,0.7894736842105263,0.7142857142857143,0.78,1.0,0.9466666666666667,0.5699481865284974,1.0,0.8502415458937198,0.8,0.9487179487179487,0.42857142857142855,0.8461538461538461,0.8,0.9375,0.9230769230769231,0.8,0.5666666666666667,0.5733333333333334,0.9300699300699301,0.9306930693069307,1.0,0.5157232704402516,0.8928571428571429,0.9473684210526315,0.946969696969697,0.9333333333333333,0.4745762711864407,0.5699481865284974,0.48333333333333334,0.8898305084745762,0.9066666666666666,0.5454545454545454,0.9078947368421053,0.9789473684210527,0.5138888888888888,0.30434782608695654,0.7533333333333333,0.7045454545454546,0.1,0.9066666666666666,0.8511904761904762,0.5833333333333334,0.8596491228070176,0.9032258064516129,0.958904109589041,0.9333333333333333,0.9366666666666666
8,0.39856079424200613,0.7986641116858748,0.95,0.48333333333333334,0.9583333333333334,0.8695652173913043,1.0,0.8421052631578947,0.92,0.8,0.9407407407407408,0.8652482269503546,0.7955555555555556,0.44221105527638194,0.9,1.0,0.8695652173913043,0.9215686274509803,0.725,0.9555555555555556,1.0,0.38666666666666666,0.9285714285714286,0.881578947368421,0.8518518518518519,0.9607843137254902,0.94,0.4117647058823529,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6133333333333333,0.9533333333333334,1.0,0.76,0.8512396694214877,0.7407407407407407,0.5647668393782384,0.7222222222222222,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.7333333333333333,0.925,0.8571428571428571,0.48743718592964824,0.84251968503937,0.7894736842105263,0.7321428571428571,0.8,1.0,0.95,0.5647668393782384,1.0,0.8695652173913043,0.8,0.8974358974358975,0.35714285714285715,0.7692307692307693,0.8,0.96875,0.9230769230769231,0.8,0.5666666666666667,0.6533333333333333,0.9300699300699301,0.9306930693069307,1.0,0.5094339622641509,0.8571428571428571,0.9590643274853801,0.946969696969697,0.9333333333333333,0.4915254237288136,0.5647668393782384,0.475,0.923728813559322,0.92,0.5454545454545454,0.8947368421052632,0.9789473684210527,0.5138888888888888,0.30434782608695654,0.75,0.7272727272727273,0.4,0.88,0.8571428571428571,0.5879629629629629,0.8596491228070176,0.8387096774193549,0.9726027397260274,0.9333333333333333,0.95
9,0.3960076325379134,0.7998690953886566,0.9466666666666667,0.4666666666666667,0.9583333333333334,0.855072463768116,1.0,0.8421052631578947,0.92,0.8,0.9185185185185185,0.8794326241134752,0.8044444444444444,0.49246231155778897,0.9,1.0,0.8695652173913043,0.9607843137254902,0.725,0.9333333333333333,1.0,0.38666666666666666,0.9285714285714286,0.8947368421052632,0.8518518518518519,0.9607843137254902,0.94,0.6470588235294118,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.5933333333333334,0.94,1.0,0.76,0.8512396694214877,0.7407407407407407,0.5751295336787565,0.7222222222222222,0.9339622641509434,1.0,0.9846153846153847,0.9375,0.6666666666666666,0.9,0.8571428571428571,0.5678391959798995,0.8543307086614174,0.7894736842105263,0.7142857142857143,0.74,1.0,0.9566666666666667,0.5751295336787565,1.0,0.855072463768116,0.8,0.8974358974358975,0.35714285714285715,0.6923076923076923,0.8,0.9375,0.9230769230769231,0.8,0.5777777777777777,0.58,0.9370629370629371,0.9306930693069307,1.0,0.5094339622641509,0.8571428571428571,0.9473684210526315,0.946969696969697,0.94,0.4576271186440678,0.5751295336787565,0.475,0.9152542372881356,0.92,0.5,0.9078947368421053,0.9824561403508771,0.5208333333333334,0.30434782608695654,0.7533333333333333,0.7272727272727273,0.5,0.8933333333333333,0.8571428571428571,0.5833333333333334,0.8596491228070176,0.8709677419354839,0.9726027397260274,0.9333333333333333,0.9466666666666667
10,0.39315251146567154,0.8013185481235029,0.94,0.5083333333333333,0.9583333333333334,0.8599033816425121,1.0,0.8421052631578947,0.9333333333333333,0.7846153846153846,0.9259259259259259,0.8794326241134752,0.8044444444444444,0.45226130653266333,0.8666666666666667,1.0,0.8695652173913043,0.9607843137254902,0.725,0.9555555555555556,1.0,0.38666666666666666,0.9285714285714286,0.8947368421052632,0.8518518518518519,0.9607843137254902,0.9333333333333333,0.5882352941176471,0.6086956521739131,0.9921259842519685,0.7931034482758621,0.6066666666666667,0.94,1.0,0.8,0.8512396694214877,0.7777777777777778,0.5544041450777202,0.75,0.9245283018867925,1.0,0.9846153846153847,0.9375,0.6666666666666666,0.9,0.8571428571428571,0.5376884422110553,0.8503937007874016,0.7894736842105263,0.7142857142857143,0.78,1.0,0.95,0.5544041450777202,1.0,0.8599033816425121,0.8,0.9487179487179487,0.35714285714285715,0.7692307692307693,0.8,0.96875,0.9230769230769231,0.8,0.5666666666666667,0.6333333333333333,0.9370629370629371,0.9207920792079208,1.0,0.5220125786163522,0.8571428571428571,0.9532163742690059,0.946969696969697,0.94,0.4745762711864407,0.5544041450777202,0.475,0.923728813559322,0.9066666666666666,0.5,0.881578947368421,0.9789473684210527,0.5138888888888888,0.30434782608695654,0.76,0.7272727272727273,0.5,0.8933333333333333,0.8571428571428571,0.5833333333333334,0.8596491228070176,0.8387096774193549,0.958904109589041,0.9333333333333333,0.94
